respondent_id,mbti_label,IE01,IE02,IE03,IE04,NS01,NS02,NS03,NS04,TF01,TF02,TF03,TF04,JP01,JP02,JP03,JP04,ie_label,ns_label,tf_label,jp_label
SYN-INFP-013,INFP,3,2,4,3,4,1,5,5,1,5,1,5,3,3,4,4,I,N,F,P
SYN-INFP-014,INFP,3,2,2,1,5,1,2,2,1,4,2,2,1,4,3,3,I,N,F,P
SYN-INFP-015,INFP,4,3,3,4,4,2,2,4,4,2,4,1,5,4,3,4,I,N,F,P
SYN-INFP-016,INFP,5,4,2,3,4,1,2,4,2,4,1,5,4,2,2,4,I,N,F,P
SYN-INFP-017,INFP,3,5,3,2,3,3,3,2,2,4,1,2,5,4,4,5,I,N,F,P
SYN-INFP-018,INFP,2,2,5,1,2,4,3,3,2,4,4,3,5,1,1,5,I,N,F,P
SYN-INFP-019,INFP,4,5,5,1,4,1,2,4,2,4,4,5,1,4,3,2,I,N,F,P
SYN-INFP-020,INFP,3,2,3,4,3,3,2,4,1,2,2,5,2,2,4,2,I,N,F,P
SYN-INFP-021,INFP,2,4,4,2,4,2,5,3,3,3,2,4,3,4,2,2,I,N,F,P
SYN-INFP-022,INFP,4,2,1,3,4,4,5,1,2,4,3,3,1,3,3,3,I,N,F,P
SYN-INFP-023,INFP,1,4,3,1,5,1,4,3,1,5,1,4,2,4,4,5,I,N,F,P
SYN-INFP-024,INFP,4,1,3,2,3,4,2,3,2,2,1,2,4,4,5,2,I,N,F,P
SYN-INFP-025,INFP,5,1,4,2,2,3,5,2,3,5,1,2,2,4,2,4,I,N,F,P
SYN-INFP-026,INFP,4,3,1,4,4,4,4,2,1,5,3,1,3,3,2,2,I,N,F,P
SYN-INFP-027,INFP,3,4,4,1,3,3,5,4,5,3,1,5,4,2,1,4,I,N,F,P
SYN-INFP-028,INFP,4,5,2,2,5,3,4,3,1,4,3,3,2,4,3,5,I,N,F,P
SYN-INFP-029,INFP,1,4,2,2,2,3,5,5,4,2,3,3,1,5,4,3,I,N,F,P
SYN-INFP-030,INFP,3,3,4,2,5,4,3,2,3,4,5,4,3,2,1,5,I,N,F,P
SYN-INFP-031,INFP,4,2,2,4,5,3,5,2,1,4,4,4,2,4,4,5,I,N,F,P
SYN-INFP-032,INFP,3,1,4,3,2,1,3,2,1,3,2,2,1,1,1,5,I,N,F,P
SYN-INFP-033,INFP,5,3,4,4,3,4,5,3,1,4,4,3,3,3,3,2,I,N,F,P
SYN-INFP-034,INFP,4,1,4,1,4,2,2,2,2,5,2,4,3,5,2,3,I,N,F,P
SYN-INFP-035,INFP,4,2,5,2,5,1,1,3,3,5,2,5,5,3,4,4,I,N,F,P
SYN-INFP-036,INFP,3,1,4,2,5,1,4,2,2,4,4,4,4,3,1,5,I,N,F,P
SYN-INFP-037,INFP,4,4,4,1,5,5,4,3,1,3,5,5,3,2,1,5,I,N,F,P
SYN-INFP-038,INFP,5,2,2,3,4,4,3,3,4,5,2,4,1,1,3,4,I,N,F,P
SYN-INFP-039,INFP,4,1,3,1,4,3,2,2,4,2,4,4,2,4,3,2,I,N,F,P
SYN-INFP-040,INFP,1,4,4,2,4,3,3,1,2,4,1,3,3,3,2,5,I,N,F,P
SYN-INFP-041,INFP,5,4,4,2,4,1,5,3,5,3,2,3,4,4,2,5,I,N,F,P
SYN-INFP-042,INFP,2,4,3,2,2,1,3,4,4,5,2,2,3,4,2,5,I,N,F,P
SYN-INFP-043,INFP,5,2,4,1,5,4,4,4,5,4,2,5,3,3,1,2,I,N,F,P
SYN-INFP-044,INFP,2,3,5,2,2,2,5,4,2,3,2,5,4,4,5,4,I,N,F,P
SYN-INFP-045,INFP,4,1,4,3,3,4,2,1,5,5,1,2,3,2,3,3,I,N,F,P
SYN-INFP-046,INFP,5,2,4,4,4,2,3,4,4,3,1,5,1,3,2,2,I,N,F,P
SYN-INFP-047,INFP,4,3,3,1,5,2,1,2,2,4,2,4,2,5,2,1,I,N,F,P
SYN-INFP-048,INFP,3,4,4,3,3,3,4,4,2,3,3,4,4,5,2,2,I,N,F,P
SYN-INFP-049,INFP,4,2,4,4,5,2,3,2,3,4,2,5,1,2,3,4,I,N,F,P
SYN-INFP-050,INFP,1,3,4,3,5,3,3,3,5,5,1,3,3,4,2,4,I,N,F,P
SYN-INFP-051,INFP,2,2,4,1,5,2,3,2,2,4,3,5,5,4,3,2,I,N,F,P
SYN-INFP-052,INFP,5,2,4,1,1,2,4,3,3,3,2,5,1,3,5,3,I,N,F,P
SYN-INFP-053,INFP,3,4,4,1,2,4,4,3,2,3,2,4,2,4,3,4,I,N,F,P
SYN-INFP-054,INFP,1,2,4,3,2,2,2,1,1,4,1,3,2,3,4,4,I,N,F,P
SYN-INFP-055,INFP,5,1,3,2,1,3,5,1,2,4,2,5,3,3,2,2,I,N,F,P
SYN-INFP-056,INFP,2,1,2,2,4,3,3,3,3,4,5,4,4,3,3,3,I,N,F,P
SYN-INFP-057,INFP,2,2,3,1,5,3,3,3,3,4,2,2,3,4,3,2,I,N,F,P
SYN-INFP-058,INFP,4,2,4,5,3,2,5,3,3,5,4,3,3,3,2,4,I,N,F,P
SYN-INFP-059,INFP,3,3,4,1,5,2,1,1,1,5,2,5,3,4,4,4,I,N,F,P
SYN-INFP-060,INFP,4,3,3,1,3,2,5,2,3,4,2,5,4,4,5,4,I,N,F,P
SYN-INFP-061,INFP,4,1,2,2,2,1,4,1,2,3,3,4,4,4,3,2,I,N,F,P
SYN-INFP-062,INFP,3,3,3,3,3,1,4,3,3,4,3,1,1,3,2,5,I,N,F,P
SYN-INFP-063,INFP,1,4,4,3,2,5,4,2,4,5,2,3,3,5,5,1,I,N,F,P
SYN-INFP-064,INFP,4,1,3,2,3,3,3,4,1,4,2,3,1,1,1,5,I,N,F,P
SYN-INFP-065,INFP,5,3,3,1,5,3,2,4,1,5,1,4,2,2,4,1,I,N,F,P
SYN-INFP-066,INFP,4,4,3,1,4,2,3,4,5,2,2,4,3,4,1,3,I,N,F,P
SYN-INFP-067,INFP,4,5,4,4,3,1,2,1,1,5,4,5,3,2,3,5,I,N,F,P
SYN-INFP-068,INFP,3,2,4,2,1,3,3,3,2,4,1,3,1,3,2,4,I,N,F,P
SYN-INFP-069,INFP,2,1,5,5,2,4,2,4,2,2,1,4,2,3,4,4,I,N,F,P
SYN-INFP-070,INFP,5,1,5,2,4,2,5,2,2,2,2,5,1,2,2,2,I,N,F,P
SYN-INFP-071,INFP,4,3,3,4,4,1,1,2,1,3,3,4,4,3,3,5,I,N,F,P
SYN-INFP-072,INFP,3,1,5,1,2,1,1,3,5,2,2,5,2,4,1,4,I,N,F,P
SYN-INFP-073,INFP,5,4,4,5,4,4,5,2,3,5,2,4,2,2,3,4,I,N,F,P
SYN-INFP-074,INFP,5,1,2,4,3,2,4,2,2,2,1,4,2,3,2,4,I,N,F,P
SYN-INFP-075,INFP,4,2,5,4,5,5,2,2,3,3,5,3,2,2,3,3,I,N,F,P
SYN-INFP-076,INFP,3,4,4,3,5,1,1,2,4,4,4,3,1,3,2,4,I,N,F,P
SYN-INFP-077,INFP,1,3,5,3,3,3,4,4,3,2,3,2,4,4,3,3,I,N,F,P
SYN-INFP-078,INFP,4,2,5,1,2,4,3,2,3,5,3,4,3,5,2,2,I,N,F,P
SYN-INFP-079,INFP,4,2,4,2,5,1,5,2,4,3,1,2,1,3,3,2,I,N,F,P
SYN-INFP-080,INFP,5,1,4,1,5,3,4,3,3,4,2,3,1,3,2,4,I,N,F,P
SYN-ENFP-001,ENFP,2,5,3,1,4,2,1,2,2,4,2,3,2,3,2,3,E,N,F,P
SYN-ENFP-002,ENFP,1,5,2,4,5,5,4,1,1,1,5,1,3,5,3,4,E,N,F,P
SYN-ENFP-003,ENFP,4,4,3,4,4,1,1,3,1,3,1,5,1,2,4,3,E,N,F,P
SYN-ENFP-004,ENFP,4,5,3,4,5,5,5,2,2,3,2,2,2,2,4,4,E,N,F,P
SYN-ENFP-005,ENFP,2,5,3,5,4,4,3,3,2,5,4,4,5,3,4,4,E,N,F,P
SYN-ENFP-006,ENFP,1,3,5,3,3,4,4,4,4,5,4,5,1,5,1,5,E,N,F,P
SYN-ENFP-007,ENFP,2,2,5,5,2,4,5,3,4,4,3,1,1,5,4,2,E,N,F,P
SYN-ENFP-008,ENFP,3,4,1,4,3,2,5,1,4,4,3,4,3,4,1,5,E,N,F,P
SYN-ENFP-009,ENFP,1,4,3,4,4,1,2,5,5,2,2,5,1,5,4,5,E,N,F,P
SYN-ENFP-010,ENFP,3,2,3,3,4,2,3,2,5,4,4,4,4,4,3,5,E,N,F,P
SYN-ENFP-011,ENFP,1,4,2,5,4,1,5,1,4,4,4,4,4,1,1,3,E,N,F,P
SYN-ENFP-012,ENFP,4,4,2,2,3,3,3,2,2,3,2,5,4,3,3,1,E,N,F,P
SYN-ENFP-013,ENFP,1,1,2,3,4,3,3,4,1,5,1,4,2,3,2,1,E,N,F,P
SYN-ENFP-014,ENFP,3,5,4,3,2,2,4,2,4,4,4,4,1,3,2,4,E,N,F,P
SYN-ENFP-015,ENFP,1,4,2,5,4,3,4,2,2,5,1,3,2,3,1,3,E,N,F,P
SYN-ENFP-016,ENFP,2,1,4,4,2,4,3,3,3,4,1,4,3,4,1,4,E,N,F,P
SYN-ENFP-017,ENFP,2,3,1,2,5,3,5,3,2,4,2,3,2,5,3,4,E,N,F,P
SYN-ENFP-018,ENFP,3,3,2,2,5,3,5,2,2,4,3,4,3,2,5,2,E,N,F,P
SYN-ENFP-019,ENFP,2,2,2,5,4,2,2,2,2,5,5,3,3,5,5,2,E,N,F,P
SYN-ENFP-020,ENFP,3,4,1,4,5,2,2,1,2,2,3,2,1,3,4,5,E,N,F,P
SYN-ENFP-021,ENFP,4,2,1,2,3,5,4,1,4,5,1,3,1,4,3,4,E,N,F,P
SYN-ENFP-022,ENFP,2,3,2,2,5,5,4,3,3,4,3,2,1,3,2,3,E,N,F,P
SYN-ENFP-023,ENFP,1,3,4,5,4,3,3,1,4,5,1,2,1,2,5,4,E,N,F,P
SYN-ENFP-024,ENFP,4,1,4,5,3,3,4,5,2,3,3,4,4,4,4,3,E,N,F,P
SYN-ENFP-025,ENFP,2,5,1,1,5,2,5,3,1,5,2,3,1,4,1,5,E,N,F,P
SYN-ENFP-026,ENFP,3,3,2,2,4,1,3,1,3,1,3,4,2,1,3,4,E,N,F,P
SYN-ENFP-027,ENFP,2,2,4,3,3,3,5,3,3,3,3,3,3,2,2,4,E,N,F,P
SYN-ENFP-028,ENFP,2,4,3,1,5,5,5,4,3,2,4,5,4,2,3,3,E,N,F,P
SYN-ENFP-029,ENFP,3,3,2,5,4,4,5,2,1,3,2,2,1,4,1,5,E,N,F,P
SYN-ENFP-030,ENFP,1,2,4,4,5,2,2,1,1,4,3,2,3,5,1,2,E,N,F,P
SYN-ENFP-031,ENFP,4,5,1,5,5,1,3,4,4,5,4,4,2,5,3,2,E,N,F,P
SYN-ENFP-032,ENFP,1,4,5,3,3,3,5,1,1,1,1,3,2,5,4,5,E,N,F,P
SYN-ENFP-033,ENFP,1,5,2,2,5,3,3,2,4,5,1,5,3,1,3,2,E,N,F,P
SYN-ENFP-034,ENFP,1,3,2,5,5,1,4,4,5,4,2,5,3,2,2,5,E,N,F,P
SYN-ENFP-035,ENFP,4,5,2,2,3,2,3,1,1,3,1,4,5,4,3,5,E,N,F,P
SYN-ENFP-036,ENFP,1,4,4,3,4,5,4,2,4,2,1,4,3,4,5,1,E,N,F,P
SYN-ENFP-037,ENFP,3,4,5,5,3,4,3,1,1,4,4,4,4,4,2,3,E,N,F,P
SYN-ENFP-038,ENFP,2,4,1,5,3,2,4,4,1,4,1,4,2,5,3,2,E,N,F,P
SYN-ENFP-039,ENFP,2,5,2,2,3,4,5,3,1,4,2,4,2,5,2,4,E,N,F,P
SYN-ENFP-040,ENFP,2,3,5,3,3,2,5,4,3,4,1,2,2,2,5,3,E,N,F,P
SYN-ENFP-041,ENFP,3,1,3,4,4,1,3,2,3,3,1,1,3,5,5,3,E,N,F,P
SYN-ENFP-042,ENFP,1,4,3,5,4,2,5,1,2,5,1,3,2,5,3,5,E,N,F,P
SYN-ENFP-043,ENFP,3,4,1,5,4,3,3,2,1,2,2,4,2,3,3,5,E,N,F,P
SYN-ENFP-044,ENFP,5,1,2,4,1,3,4,4,3,5,1,2,5,4,1,5,E,N,F,P
SYN-ENFP-045,ENFP,4,4,3,3,4,3,4,2,2,5,5,2,2,4,4,5,E,N,F,P
SYN-ENFP-046,ENFP,5,3,3,5,5,2,4,4,2,5,4,4,1,4,3,3,E,N,F,P
SYN-ENFP-047,ENFP,1,4,5,4,5,2,4,1,4,2,1,2,2,3,2,3,E,N,F,P
SYN-ENFP-048,ENFP,3,2,2,3,4,4,3,3,1,4,3,4,4,2,4,5,E,N,F,P
SYN-ENFP-049,ENFP,4,4,2,3,4,2,4,3,4,4,4,4,2,5,2,5,E,N,F,P
SYN-ENFP-050,ENFP,3,2,5,5,2,2,3,1,4,4,2,3,2,5,3,2,E,N,F,P
SYN-ENFP-051,ENFP,3,5,2,3,3,4,2,3,3,3,2,1,4,4,2,4,E,N,F,P
SYN-ENFP-052,ENFP,3,4,4,3,4,2,4,2,1,5,4,2,2,5,1,3,E,N,F,P
SYN-ENFP-053,ENFP,1,3,1,2,4,1,5,2,1,1,1,5,1,3,1,2,E,N,F,P
SYN-ENFP-054,ENFP,3,3,2,3,4,3,4,1,1,5,1,3,2,3,1,5,E,N,F,P
SYN-ENFP-055,ENFP,3,3,3,2,2,3,4,2,5,4,1,5,4,4,2,2,E,N,F,P
SYN-ENFP-056,ENFP,2,5,1,2,1,3,4,1,2,4,5,3,1,1,2,2,E,N,F,P
SYN-ENFP-057,ENFP,4,4,3,3,4,1,5,3,4,1,1,5,1,4,3,2,E,N,F,P
SYN-ENFP-058,ENFP,3,3,5,2,3,2,4,2,4,2,2,3,2,3,3,3,E,N,F,P
SYN-ENFP-059,ENFP,1,2,4,2,4,1,5,2,5,3,2,5,2,5,1,3,E,N,F,P
SYN-ENFP-060,ENFP,4,4,1,3,4,2,2,3,2,5,5,5,3,3,2,4,E,N,F,P
SYN-ENFP-061,ENFP,1,4,3,4,2,4,5,4,2,5,1,5,4,4,1,4,E,N,F,P
SYN-ENFP-062,ENFP,1,4,1,2,4,4,3,2,3,5,2,4,3,3,1,3,E,N,F,P
SYN-ENFP-063,ENFP,2,2,5,3,2,2,5,2,2,4,4,5,3,5,3,5,E,N,F,P
SYN-ENFP-064,ENFP,2,3,1,4,2,2,2,2,1,5,3,4,1,4,2,5,E,N,F,P
SYN-ENFP-065,ENFP,1,1,3,3,5,1,3,3,1,4,2,4,3,4,1,5,E,N,F,P
SYN-ENFP-066,ENFP,1,3,3,3,5,2,2,2,2,5,2,3,4,5,4,4,E,N,F,P
SYN-ENFP-067,ENFP,1,5,2,5,3,2,4,1,1,1,2,3,5,3,4,3,E,N,F,P
SYN-ENFP-068,ENFP,1,3,3,4,4,1,5,2,1,3,3,5,1,4,2,4,E,N,F,P
SYN-ENFP-069,ENFP,3,4,2,5,4,3,3,2,1,4,2,2,1,2,4,5,E,N,F,P
SYN-ENFP-070,ENFP,1,3,2,5,5,2,1,2,3,2,5,5,2,2,2,4,E,N,F,P
SYN-ENFP-071,ENFP,3,2,1,4,3,3,2,3,3,4,4,2,2,2,2,1,E,N,F,P
SYN-ENFP-072,ENFP,2,4,2,1,5,1,5,3,2,3,2,4,4,3,1,5,E,N,F,P
SYN-ENFP-073,ENFP,3,4,1,5,4,3,2,3,3,1,4,4,2,4,3,3,E,N,F,P
SYN-ENFP-074,ENFP,2,3,4,4,4,1,2,2,4,5,3,5,3,5,4,3,E,N,F,P
SYN-ENFP-075,ENFP,2,4,2,3,3,3,2,3,3,1,3,4,1,4,1,2,E,N,F,P
SYN-ENFP-076,ENFP,2,4,4,4,3,2,5,1,1,1,1,5,3,3,1,4,E,N,F,P
SYN-ENFP-077,ENFP,2,3,4,5,4,3,4,3,3,4,5,2,3,5,4,5,E,N,F,P
SYN-ENFP-078,ENFP,1,1,1,4,4,4,1,5,3,2,4,4,1,5,4,3,E,N,F,P
SYN-ENFP-079,ENFP,1,4,2,4,3,1,3,2,2,1,3,3,3,5,2,3,E,N,F,P
SYN-ENFP-080,ENFP,2,3,1,2,2,3,3,1,1,5,2,3,2,3,1,4,E,N,F,P
SYN-ISFP-001,ISFP,1,2,3,5,2,2,4,5,2,5,2,5,2,4,4,3,I,S,F,P
SYN-ISFP-002,ISFP,5,1,3,2,2,3,4,2,2,3,2,3,1,3,2,2,I,S,F,P
SYN-ISFP-003,ISFP,5,1,5,3,2,4,2,2,2,5,5,3,1,5,5,3,I,S,F,P
SYN-ISFP-004,ISFP,4,4,2,2,3,5,3,2,3,2,3,4,1,5,1,4,I,S,F,P
SYN-ISFP-005,ISFP,3,3,2,2,5,3,2,3,3,3,2,4,3,5,1,2,I,S,F,P
SYN-ISFP-006,ISFP,3,1,3,4,1,3,5,2,5,5,1,4,1,4,1,5,I,S,F,P
SYN-ISFP-007,ISFP,3,2,1,1,3,2,4,5,1,4,1,4,3,3,1,3,I,S,F,P
SYN-ISFP-008,ISFP,4,2,1,4,4,5,1,4,5,3,1,3,1,5,3,5,I,S,F,P
SYN-ISFP-009,ISFP,2,1,4,2,2,5,3,3,3,3,1,5,3,5,1,3,I,S,F,P
SYN-ISFP-010,ISFP,5,2,5,1,3,4,3,3,2,5,1,1,5,5,4,4,I,S,F,P
SYN-ISFP-011,ISFP,5,2,4,2,1,4,3,3,1,4,2,3,3,3,3,4,I,S,F,P
SYN-ISFP-012,ISFP,2,3,3,3,3,4,2,4,3,5,3,3,4,1,3,5,I,S,F,P
SYN-ISFP-013,ISFP,3,2,5,4,2,1,4,2,2,2,1,5,5,4,2,5,I,S,F,P
SYN-ISFP-014,ISFP,3,1,5,1,4,4,3,4,2,4,2,4,3,4,1,2,I,S,F,P
SYN-ISFP-015,ISFP,2,3,4,4,2,4,1,2,3,4,3,4,1,5,2,5,I,S,F,P
SYN-ISFP-016,ISFP,4,3,4,2,2,5,2,1,4,5,2,4,3,4,3,2,I,S,F,P
SYN-ISFP-017,ISFP,5,3,2,3,3,3,2,3,3,2,3,2,2,1,3,3,I,S,F,P
SYN-ISFP-018,ISFP,3,1,2,4,4,4,5,4,1,4,4,1,4,3,1,2,I,S,F,P
SYN-ISFP-019,ISFP,3,2,3,2,2,3,3,5,5,5,2,3,3,5,1,3,I,S,F,P
SYN-ISFP-020,ISFP,5,2,2,4,5,4,1,4,2,5,3,4,4,3,3,4,I,S,F,P
SYN-ISFP-021,ISFP,4,2,2,1,4,1,2,4,2,5,2,4,3,4,1,4,I,S,F,P
SYN-ISFP-022,ISFP,5,1,1,4,2,5,3,5,1,3,3,3,4,4,2,4,I,S,F,P
SYN-ISFP-023,ISFP,4,5,1,5,2,3,2,5,2,4,2,3,1,4,4,3,I,S,F,P
SYN-ISFP-024,ISFP,4,2,5,2,4,4,3,4,3,4,2,4,2,2,5,2,I,S,F,P
SYN-ISFP-025,ISFP,3,3,3,1,3,4,3,4,2,4,2,4,4,5,4,2,I,S,F,P
SYN-ISFP-026,ISFP,4,3,5,2,1,3,4,5,1,4,1,2,3,3,3,5,I,S,F,P
SYN-ISFP-027,ISFP,5,1,4,2,5,5,5,4,1,1,3,4,2,2,3,4,I,S,F,P
SYN-ISFP-028,ISFP,4,3,2,1,2,4,2,5,2,4,3,2,2,3,4,3,I,S,F,P
SYN-ISFP-029,ISFP,4,5,2,2,3,5,4,5,2,3,2,2,1,1,4,2,I,S,F,P
SYN-ISFP-030,ISFP,5,3,5,1,1,4,3,3,2,1,1,5,1,1,3,5,I,S,F,P
SYN-ISFP-031,ISFP,3,3,4,4,4,5,4,2,3,3,2,4,1,4,2,5,I,S,F,P
SYN-ISFP-032,ISFP,5,2,5,5,4,4,2,3,1,5,2,3,4,5,2,2,I,S,F,P
SYN-ISFP-033,ISFP,4,1,2,1,5,2,3,5,3,5,3,2,1,2,3,3,I,S,F,P
SYN-ISFP-034,ISFP,5,3,4,1,2,3,2,3,2,3,2,4,2,4,3,5,I,S,F,P
SYN-ISFP-035,ISFP,2,4,5,3,2,4,2,4,1,4,3,2,3,5,3,4,I,S,F,P
SYN-ISFP-036,ISFP,5,5,5,3,1,4,4,3,2,5,1,5,2,4,3,3,I,S,F,P
SYN-ISFP-037,ISFP,5,4,5,1,4,5,2,5,1,4,2,5,2,1,4,4,I,S,F,P
SYN-ISFP-038,ISFP,3,3,3,1,3,1,1,5,5,5,2,2,2,2,3,3,I,S,F,P
SYN-ISFP-039,ISFP,4,1,3,2,3,2,1,5,2,3,3,1,3,4,1,4,I,S,F,P
SYN-ISFP-040,ISFP,3,1,5,1,2,5,3,5,4,2,1,4,4,3,2,3,I,S,F,P
SYN-ISFP-041,ISFP,2,3,5,2,1,3,2,4,4,2,4,3,4,5,5,4,I,S,F,P
SYN-ISFP-042,ISFP,3,3,2,1,1,3,2,2,1,2,5,4,2,2,2,3,I,S,F,P
SYN-ISFP-043,ISFP,3,1,5,5,2,5,2,4,3,4,5,4,1,3,1,2,I,S,F,P
SYN-ISFP-044,ISFP,3,1,5,2,1,2,1,3,1,3,4,5,4,4,1,2,I,S,F,P
SYN-ISFP-045,ISFP,4,2,4,1,2,4,2,4,3,2,4,5,4,4,4,4,I,S,F,P
SYN-ISFP-046,ISFP,2,2,3,2,2,3,1,3,3,5,5,2,2,3,3,3,I,S,F,P
SYN-ISFP-047,ISFP,5,2,3,3,2,5,3,3,2,1,3,5,3,5,3,4,I,S,F,P
SYN-ISFP-048,ISFP,4,2,2,1,3,3,2,4,4,4,5,4,1,5,3,4,I,S,F,P
SYN-ISFP-049,ISFP,4,4,4,3,3,3,1,2,3,3,1,3,3,3,4,3,I,S,F,P
SYN-ISFP-050,ISFP,4,1,4,2,3,4,3,3,5,3,3,1,2,4,1,3,I,S,F,P
SYN-ISFP-051,ISFP,3,1,3,1,4,3,1,1,3,3,3,3,4,4,4,4,I,S,F,P
SYN-ISFP-052,ISFP,4,2,3,3,3,1,2,2,3,2,1,5,1,2,3,2,I,S,F,P
SYN-ISFP-053,ISFP,4,2,3,2,2,3,2,2,2,2,3,3,2,2,4,2,I,S,F,P
SYN-ISFP-054,ISFP,3,2,3,1,2,2,3,3,1,4,2,3,3,4,3,5,I,S,F,P
SYN-ISFP-055,ISFP,5,3,4,1,1,4,4,5,1,2,2,5,1,4,1,4,I,S,F,P
SYN-ISFP-056,ISFP,3,1,2,5,3,5,2,5,3,3,2,4,2,3,2,5,I,S,F,P
SYN-ISFP-057,ISFP,4,3,4,2,1,3,3,4,3,2,1,3,2,4,2,3,I,S,F,P
SYN-ISFP-058,ISFP,3,2,4,3,5,2,2,2,4,5,2,5,3,5,2,5,I,S,F,P
SYN-ISFP-059,ISFP,5,2,2,1,2,2,4,3,4,3,2,5,2,3,2,4,I,S,F,P
SYN-ISFP-060,ISFP,4,2,3,1,3,2,4,2,2,1,1,5,1,4,2,1,I,S,F,P
SYN-ISFP-061,ISFP,5,4,4,2,1,4,4,4,2,5,1,2,2,5,4,3,I,S,F,P
SYN-ISFP-062,ISFP,2,2,2,2,1,5,1,2,1,4,1,1,2,5,5,5,I,S,F,P
SYN-ISFP-063,ISFP,3,3,5,4,3,3,3,3,1,1,2,4,5,3,4,4,I,S,F,P
SYN-ISFP-064,ISFP,2,1,2,1,3,3,4,2,1,5,1,3,4,2,3,5,I,S,F,P
SYN-ISFP-065,ISFP,4,3,1,1,5,4,2,4,3,5,4,3,2,4,2,3,I,S,F,P
SYN-ISFP-066,ISFP,2,2,2,2,1,4,3,4,4,3,1,4,2,4,5,4,I,S,F,P
SYN-ISFP-067,ISFP,4,3,1,3,1,3,2,3,1,3,2,1,4,2,2,2,I,S,F,P
SYN-ISFP-068,ISFP,4,3,5,2,1,4,2,3,3,2,3,5,3,5,1,3,I,S,F,P
SYN-ISFP-069,ISFP,5,5,4,3,2,4,2,5,3,5,3,2,1,2,5,3,I,S,F,P
SYN-ISFP-070,ISFP,2,2,4,1,4,1,1,2,2,3,1,5,2,2,2,2,I,S,F,P
SYN-ISFP-071,ISFP,5,1,5,2,5,4,2,4,4,4,1,1,1,2,2,3,I,S,F,P
SYN-ISFP-072,ISFP,5,3,5,4,3,4,3,1,2,1,4,4,2,4,2,4,I,S,F,P
SYN-ISFP-073,ISFP,3,2,3,2,1,4,1,3,2,3,3,4,3,2,3,4,I,S,F,P
SYN-ISFP-074,ISFP,5,2,1,3,4,5,3,4,3,4,4,4,3,3,2,3,I,S,F,P
SYN-ISFP-075,ISFP,5,2,2,1,1,3,4,3,1,4,4,3,2,1,1,4,I,S,F,P
SYN-ISFP-076,ISFP,4,1,4,4,1,4,4,5,2,3,1,2,4,3,1,5,I,S,F,P
SYN-ISFP-077,ISFP,2,4,4,3,2,4,1,4,1,3,2,3,3,3,4,3,I,S,F,P
SYN-ISFP-078,ISFP,5,1,4,4,2,4,3,4,2,2,4,1,3,3,4,4,I,S,F,P
SYN-ISFP-079,ISFP,4,3,5,1,1,4,4,1,4,5,2,4,2,5,3,4,I,S,F,P
SYN-ISFP-080,ISFP,4,4,4,2,3,5,1,5,2,3,1,4,1,4,4,3,I,S,F,P
SYN-ISTP-001,ISTP,3,5,4,1,3,5,5,4,1,1,4,3,3,5,2,2,I,S,T,P
SYN-ISTP-002,ISTP,3,3,5,3,2,4,1,2,5,1,5,2,2,5,3,5,I,S,T,P
SYN-ISTP-003,ISTP,5,5,2,4,1,4,1,4,5,1,3,1,4,3,4,3,I,S,T,P
SYN-ISTP-004,ISTP,3,2,3,2,2,5,4,2,2,3,4,2,3,1,4,3,I,S,T,P
SYN-ISTP-005,ISTP,4,4,5,1,2,2,2,3,3,1,1,1,5,2,5,2,I,S,T,P
SYN-ISTP-006,ISTP,5,2,4,3,4,2,3,4,5,3,4,4,2,1,2,4,I,S,T,P
SYN-ISTP-007,ISTP,3,2,3,4,1,4,3,3,4,3,5,5,2,2,2,4,I,S,T,P
SYN-ISTP-008,ISTP,4,2,4,4,1,5,4,2,5,2,5,2,2,2,2,2,I,S,T,P
SYN-ISTP-009,ISTP,4,4,3,2,4,2,2,5,2,3,5,2,1,1,3,3,I,S,T,P
SYN-ISTP-010,ISTP,3,1,2,2,2,3,1,3,3,5,4,1,3,4,3,5,I,S,T,P
SYN-ISTP-011,ISTP,4,3,5,2,3,2,2,3,1,4,5,1,1,5,2,4,I,S,T,P
SYN-ISTP-012,ISTP,5,3,3,2,3,4,1,3,2,1,2,1,1,5,4,5,I,S,T,P
SYN-ISTP-013,ISTP,4,1,2,2,2,3,5,3,3,1,2,1,3,3,1,2,I,S,T,P
SYN-ISTP-014,ISTP,2,4,5,4,2,1,1,4,3,1,5,1,4,4,4,4,I,S,T,P
SYN-ISTP-015,ISTP,5,5,4,1,1,5,4,5,2,1,4,2,3,5,1,4,I,S,T,P
SYN-ISTP-016,ISTP,4,1,4,3,4,3,1,3,4,4,5,2,1,4,2,4,I,S,T,P
SYN-ISTP-017,ISTP,4,4,5,3,1,3,4,4,4,2,4,1,2,5,3,2,I,S,T,P
SYN-ISTP-018,ISTP,5,3,3,2,1,2,3,3,5,1,4,2,4,5,1,1,I,S,T,P
SYN-ISTP-019,ISTP,3,4,3,1,2,4,3,4,4,2,4,2,4,3,3,4,I,S,T,P
SYN-ISTP-020,ISTP,5,2,5,4,2,4,3,3,4,2,2,2,4,4,3,2,I,S,T,P
SYN-ISTP-021,ISTP,3,3,5,2,1,2,3,5,3,4,4,2,4,1,2,2,I,S,T,P
SYN-ISTP-022,ISTP,3,2,4,1,2,1,2,5,5,4,5,2,4,5,2,3,I,S,T,P
